iso_code,country,date,owid_weekly_excess_mortality_p_score_65_74
AUS,Australia,2020-01-05,-7.89
AUS,Australia,2020-01-12,11.99
AUS,Australia,2020-01-19,14.2
AUS,Australia,2020-01-26,2.11
AUS,Australia,2020-02-02,-0.74
AUS,Australia,2020-02-09,0.79
AUS,Australia,2020-02-16,13.57
AUS,Australia,2020-02-23,17.41
AUS,Australia,2020-03-01,6.05
AUS,Australia,2020-03-08,3.99
AUS,Australia,2020-03-15,6.75
AUS,Australia,2020-03-22,10.15
AUS,Australia,2020-03-29,13.26
AUS,Australia,2020-04-05,18.12
AUS,Australia,2020-04-12,8.55
AUS,Australia,2020-04-19,4.97
AUS,Australia,2020-04-26,11.03
AUS,Australia,2020-05-03,3.13
AUS,Australia,2020-05-10,15.2
AUS,Australia,2020-05-17,12.35
AUS,Australia,2020-05-24,-2.83
AUS,Australia,2020-05-31,12.89
AUS,Australia,2020-06-07,0.04
AUS,Australia,2020-06-14,-4.83
AUS,Australia,2020-06-21,-3.7
AUS,Australia,2020-06-28,-3.45
AUS,Australia,2020-07-05,-11.22
AUS,Australia,2020-07-12,-8.2
AUS,Australia,2020-07-19,-0.04
AUS,Australia,2020-07-26,-7.57
AUS,Australia,2020-08-02,9.49
AUS,Australia,2020-08-09,-1.28
AUS,Australia,2020-08-16,7.35
AUS,Australia,2020-08-23,-1.22
AUS,Australia,2020-08-30,-1.81
AUS,Australia,2020-09-06,2.85
AUS,Australia,2020-09-13,-5.53
AUS,Australia,2020-09-20,-6.17
AUS,Australia,2020-09-27,6.69
AUS,Australia,2020-10-04,4.45
AUS,Australia,2020-10-11,5.29
AUS,Australia,2020-10-18,1.89
AUS,Australia,2020-10-25,6.73
AUS,Australia,2020-11-01,7.7
AUS,Australia,2020-11-08,6.16
AUS,Australia,2020-11-15,7.14
AUS,Australia,2020-11-22,1.99
AUS,Australia,2020-11-29,-4.08
AUS,Australia,2020-12-06,-4.12
AUS,Australia,2020-12-13,8.46
AUS,Australia,2020-12-20,7.32
AUS,Australia,2020-12-27,7.32
AUS,Australia,2021-01-03,-2.5
AUS,Australia,2021-01-10,4.53
AUS,Australia,2021-01-17,10.2
AUS,Australia,2021-01-24,12.43
AUS,Australia,2021-01-31,11.17
AUS,Australia,2021-02-07,8.42
AUS,Australia,2021-02-14,4.72
AUS,Australia,2021-02-21,11.51
AUS,Australia,2021-02-28,6.56
AUS,Australia,2021-03-07,7.86
AUS,Australia,2021-03-14,9.99
AUS,Australia,2021-03-21,7.95
AUS,Australia,2021-03-28,10.15
AUS,Australia,2021-04-04,0.68
AUS,Australia,2021-04-11,10.33
AUS,Australia,2021-04-18,15.1
AUS,Australia,2021-04-25,2.1
AUS,Australia,2021-05-02,15.36
AUS,Australia,2021-05-09,11.33
AUS,Australia,2021-05-16,8.51
AUS,Australia,2021-05-23,13.78
AUS,Australia,2021-05-30,14.08
AUS,Australia,2021-06-06,3.15
AUS,Australia,2021-06-13,3.4
AUS,Australia,2021-06-20,6.21
AUS,Australia,2021-06-27,-1.92
AUT,Austria,2020-01-05,-23.21
AUT,Austria,2020-01-12,-5.43
AUT,Austria,2020-01-19,-1.09
AUT,Austria,2020-01-26,-5.11
AUT,Austria,2020-02-02,-0.22
AUT,Austria,2020-02-09,-9.78
AUT,Austria,2020-02-16,-13.27
AUT,Austria,2020-02-23,-2.4
AUT,Austria,2020-03-01,-9.93
AUT,Austria,2020-03-08,-0.76
AUT,Austria,2020-03-15,-3.98
AUT,Austria,2020-03-22,4.28
AUT,Austria,2020-03-29,-9.3
AUT,Austria,2020-04-05,1.28
AUT,Austria,2020-04-12,4.58
AUT,Austria,2020-04-19,3.78
AUT,Austria,2020-04-26,2.1
AUT,Austria,2020-05-03,-15.32
AUT,Austria,2020-05-10,2.06
AUT,Austria,2020-05-17,3.91
AUT,Austria,2020-05-24,3.49
AUT,Austria,2020-05-31,-5.85
AUT,Austria,2020-06-07,-2.46
AUT,Austria,2020-06-14,-0.69
AUT,Austria,2020-06-21,-8.47
AUT,Austria,2020-06-28,-1.41
AUT,Austria,2020-07-05,12.68
AUT,Austria,2020-07-12,-1.17
AUT,Austria,2020-07-19,10.27
AUT,Austria,2020-07-26,-4.76
AUT,Austria,2020-08-02,-1.19
AUT,Austria,2020-08-09,-7.18
AUT,Austria,2020-08-16,8.26
AUT,Austria,2020-08-23,-0.18
AUT,Austria,2020-08-30,-7.34
AUT,Austria,2020-09-06,4.76
AUT,Austria,2020-09-13,-1.47
AUT,Austria,2020-09-20,12.3
AUT,Austria,2020-09-27,-1.67
AUT,Austria,2020-10-04,16.72
AUT,Austria,2020-10-11,3.95
AUT,Austria,2020-10-18,12.27
AUT,Austria,2020-10-25,8.12
AUT,Austria,2020-11-01,24.0
AUT,Austria,2020-11-08,22.87
AUT,Austria,2020-11-15,39.83
AUT,Austria,2020-11-22,28.01
AUT,Austria,2020-11-29,33.78
AUT,Austria,2020-12-06,53.31
AUT,Austria,2020-12-13,40.69
AUT,Austria,2020-12-20,27.43
AUT,Austria,2020-12-27,17.16
AUT,Austria,2021-01-03,0.75
AUT,Austria,2021-01-10,0.76
AUT,Austria,2021-01-17,11.59
AUT,Austria,2021-01-24,13.09
AUT,Austria,2021-01-31,-2.15
AUT,Austria,2021-02-07,-4.54
AUT,Austria,2021-02-14,-9.78
AUT,Austria,2021-02-21,-9.52
AUT,Austria,2021-02-28,-12.96
AUT,Austria,2021-03-07,-7.8
AUT,Austria,2021-03-14,6.87
AUT,Austria,2021-03-21,-2.2
AUT,Austria,2021-03-28,10.77
AUT,Austria,2021-04-04,2.32
AUT,Austria,2021-04-11,6.06
AUT,Austria,2021-04-18,8.13
AUT,Austria,2021-04-25,18.26
AUT,Austria,2021-05-02,15.42
AUT,Austria,2021-05-09,9.81
AUT,Austria,2021-05-16,14.07
AUT,Austria,2021-05-23,5.15
AUT,Austria,2021-05-30,-0.44
AUT,Austria,2021-06-06,24.77
AUT,Austria,2021-06-13,18.32
AUT,Austria,2021-06-20,11.45
AUT,Austria,2021-06-27,19.92
AUT,Austria,2021-07-04,14.94
AUT,Austria,2021-07-11,-5.74
AUT,Austria,2021-07-18,6.05
AUT,Austria,2021-07-25,8.95
AUT,Austria,2021-08-01,-3.91
AUT,Austria,2021-08-08,0.51
AUT,Austria,2021-08-15,13.84
AUT,Austria,2021-08-22,7.83
AUT,Austria,2021-08-29,11.21
AUT,Austria,2021-09-05,12.76
AUT,Austria,2021-09-12,22.6
AUT,Austria,2021-09-19,15.36
AUT,Austria,2021-09-26,11.4
BEL,Belgium,2020-01-05,-0.73
BEL,Belgium,2020-01-12,4.28
BEL,Belgium,2020-01-19,8.19
BEL,Belgium,2020-01-26,3.47
BEL,Belgium,2020-02-02,1.62
BEL,Belgium,2020-02-09,-3.82
BEL,Belgium,2020-02-16,2.97
BEL,Belgium,2020-02-23,5.56
BEL,Belgium,2020-03-01,-2.1
BEL,Belgium,2020-03-08,-4.74
BEL,Belgium,2020-03-15,0.0
BEL,Belgium,2020-03-22,26.97
BEL,Belgium,2020-03-29,48.14
BEL,Belgium,2020-04-05,77.87
BEL,Belgium,2020-04-12,62.8
BEL,Belgium,2020-04-19,62.23
BEL,Belgium,2020-04-26,31.71
BEL,Belgium,2020-05-03,14.28
BEL,Belgium,2020-05-10,13.45
BEL,Belgium,2020-05-17,5.3
BEL,Belgium,2020-05-24,3.36
BEL,Belgium,2020-05-31,0.85
BEL,Belgium,2020-06-07,2.29
BEL,Belgium,2020-06-14,4.03
BEL,Belgium,2020-06-21,-5.24
BEL,Belgium,2020-06-28,17.02
BEL,Belgium,2020-07-05,-7.95
BEL,Belgium,2020-07-12,-4.35
BEL,Belgium,2020-07-19,-0.38
BEL,Belgium,2020-07-26,-2.68
BEL,Belgium,2020-08-02,6.39
BEL,Belgium,2020-08-09,13.8
BEL,Belgium,2020-08-16,49.24
BEL,Belgium,2020-08-23,19.77
BEL,Belgium,2020-08-30,0.39
BEL,Belgium,2020-09-06,5.14
BEL,Belgium,2020-09-13,6.44
BEL,Belgium,2020-09-20,14.26
BEL,Belgium,2020-09-27,1.6
BEL,Belgium,2020-10-04,4.35
BEL,Belgium,2020-10-11,16.4
BEL,Belgium,2020-10-18,13.89
BEL,Belgium,2020-10-25,18.25
BEL,Belgium,2020-11-01,62.59
BEL,Belgium,2020-11-08,87.26
BEL,Belgium,2020-11-15,58.54
BEL,Belgium,2020-11-22,52.74
BEL,Belgium,2020-11-29,43.93
BEL,Belgium,2020-12-06,27.34
BEL,Belgium,2020-12-13,22.05
BEL,Belgium,2020-12-20,16.8
BEL,Belgium,2020-12-27,15.38
BEL,Belgium,2021-01-03,18.19
BEL,Belgium,2021-01-10,7.96
BEL,Belgium,2021-01-17,0.34
BEL,Belgium,2021-01-24,2.6
BEL,Belgium,2021-01-31,13.58
BEL,Belgium,2021-02-07,-0.06
BEL,Belgium,2021-02-14,-5.67
BEL,Belgium,2021-02-21,3.52
BEL,Belgium,2021-02-28,3.06
BEL,Belgium,2021-03-07,-3.98
BEL,Belgium,2021-03-14,-3.67
BEL,Belgium,2021-03-21,3.36
BEL,Belgium,2021-03-28,9.49
BEL,Belgium,2021-04-04,14.38
BEL,Belgium,2021-04-11,27.93
BEL,Belgium,2021-04-18,22.56
BEL,Belgium,2021-04-25,31.58
BEL,Belgium,2021-05-02,17.67
BEL,Belgium,2021-05-09,19.18
BEL,Belgium,2021-05-16,26.65
BEL,Belgium,2021-05-23,26.04
BEL,Belgium,2021-05-30,18.83
BEL,Belgium,2021-06-06,5.4
BEL,Belgium,2021-06-13,12.05
BEL,Belgium,2021-06-20,17.57
BEL,Belgium,2021-06-27,2.24
BEL,Belgium,2021-07-04,5.74
BEL,Belgium,2021-07-11,-0.13
BEL,Belgium,2021-07-18,11.0
BEL,Belgium,2021-07-25,9.2
BEL,Belgium,2021-08-01,-0.19
BEL,Belgium,2021-08-08,8.37
BEL,Belgium,2021-08-15,15.15
BEL,Belgium,2021-08-22,11.52
BEL,Belgium,2021-08-29,2.19
