iso_code,country,date,owid_weekly_excess_mortality_p_score_75_84
AUS,Australia,2020-01-05,-1.74
AUS,Australia,2020-01-12,2.31
AUS,Australia,2020-01-19,1.49
AUS,Australia,2020-01-26,15.18
AUS,Australia,2020-02-02,3.58
AUS,Australia,2020-02-09,5.97
AUS,Australia,2020-02-16,11.45
AUS,Australia,2020-02-23,4.45
AUS,Australia,2020-03-01,9.74
AUS,Australia,2020-03-08,6.0
AUS,Australia,2020-03-15,5.25
AUS,Australia,2020-03-22,8.01
AUS,Australia,2020-03-29,19.07
AUS,Australia,2020-04-05,8.74
AUS,Australia,2020-04-12,10.54
AUS,Australia,2020-04-19,2.48
AUS,Australia,2020-04-26,8.93
AUS,Australia,2020-05-03,1.64
AUS,Australia,2020-05-10,-0.68
AUS,Australia,2020-05-17,3.59
AUS,Australia,2020-05-24,5.09
AUS,Australia,2020-05-31,2.39
AUS,Australia,2020-06-07,1.0
AUS,Australia,2020-06-14,-3.86
AUS,Australia,2020-06-21,-4.11
AUS,Australia,2020-06-28,-13.87
AUS,Australia,2020-07-05,-1.17
AUS,Australia,2020-07-12,-2.47
AUS,Australia,2020-07-19,-5.7
AUS,Australia,2020-07-26,-4.22
AUS,Australia,2020-08-02,-1.77
AUS,Australia,2020-08-09,0.17
AUS,Australia,2020-08-16,3.34
AUS,Australia,2020-08-23,-11.23
AUS,Australia,2020-08-30,-5.8
AUS,Australia,2020-09-06,4.95
AUS,Australia,2020-09-13,-5.11
AUS,Australia,2020-09-20,-8.73
AUS,Australia,2020-09-27,4.0
AUS,Australia,2020-10-04,2.4
AUS,Australia,2020-10-11,-3.88
AUS,Australia,2020-10-18,1.15
AUS,Australia,2020-10-25,0.47
AUS,Australia,2020-11-01,1.75
AUS,Australia,2020-11-08,4.16
AUS,Australia,2020-11-15,11.98
AUS,Australia,2020-11-22,2.25
AUS,Australia,2020-11-29,1.36
AUS,Australia,2020-12-06,11.44
AUS,Australia,2020-12-13,6.33
AUS,Australia,2020-12-20,1.26
AUS,Australia,2020-12-27,6.5
AUS,Australia,2021-01-03,5.45
AUS,Australia,2021-01-10,4.2
AUS,Australia,2021-01-17,5.82
AUS,Australia,2021-01-24,13.86
AUS,Australia,2021-01-31,8.28
AUS,Australia,2021-02-07,15.0
AUS,Australia,2021-02-14,5.82
AUS,Australia,2021-02-21,10.08
AUS,Australia,2021-02-28,7.67
AUS,Australia,2021-03-07,5.16
AUS,Australia,2021-03-14,15.44
AUS,Australia,2021-03-21,9.23
AUS,Australia,2021-03-28,9.74
AUS,Australia,2021-04-04,9.49
AUS,Australia,2021-04-11,2.19
AUS,Australia,2021-04-18,13.99
AUS,Australia,2021-04-25,10.18
AUS,Australia,2021-05-02,7.36
AUS,Australia,2021-05-09,10.94
AUS,Australia,2021-05-16,9.19
AUS,Australia,2021-05-23,10.52
AUS,Australia,2021-05-30,9.81
AUT,Austria,2020-01-05,-5.11
AUT,Austria,2020-01-12,-5.3
AUT,Austria,2020-01-19,9.77
AUT,Austria,2020-01-26,10.18
AUT,Austria,2020-02-02,19.98
AUT,Austria,2020-02-09,-0.24
AUT,Austria,2020-02-16,-5.86
AUT,Austria,2020-02-23,-2.31
AUT,Austria,2020-03-01,6.6
AUT,Austria,2020-03-08,2.22
AUT,Austria,2020-03-15,2.8
AUT,Austria,2020-03-22,27.5
