iso_code,country,date,icl_i12_health_4
ARE,United Arab Emirates,2020-04-06,73.9036435859677
ARE,United Arab Emirates,2020-04-07,73.9036435859677
ARE,United Arab Emirates,2020-04-08,73.9036435859677
ARE,United Arab Emirates,2020-04-09,73.9036435859677
ARE,United Arab Emirates,2020-04-10,73.9036435859677
ARE,United Arab Emirates,2020-04-11,73.9036435859677
ARE,United Arab Emirates,2020-04-12,73.9036435859677
ARE,United Arab Emirates,2020-04-27,78.40291815844009
ARE,United Arab Emirates,2020-04-28,78.40291815844009
ARE,United Arab Emirates,2020-04-29,78.40291815844009
ARE,United Arab Emirates,2020-04-30,78.40291815844009
ARE,United Arab Emirates,2020-05-01,78.40291815844009
ARE,United Arab Emirates,2020-05-02,78.40291815844009
ARE,United Arab Emirates,2020-05-03,78.40291815844009
ARE,United Arab Emirates,2020-05-11,93.25320086481442
ARE,United Arab Emirates,2020-05-12,93.25320086481442
ARE,United Arab Emirates,2020-05-13,93.25320086481442
ARE,United Arab Emirates,2020-05-14,93.25320086481442
ARE,United Arab Emirates,2020-05-15,93.25320086481442
ARE,United Arab Emirates,2020-05-16,93.25320086481442
ARE,United Arab Emirates,2020-05-17,93.25320086481442
ARE,United Arab Emirates,2020-05-25,92.785713083698
ARE,United Arab Emirates,2020-05-26,92.785713083698
ARE,United Arab Emirates,2020-05-27,92.785713083698
ARE,United Arab Emirates,2020-05-28,92.785713083698
ARE,United Arab Emirates,2020-05-29,92.785713083698
ARE,United Arab Emirates,2020-05-30,92.785713083698
ARE,United Arab Emirates,2020-05-31,92.785713083698
ARE,United Arab Emirates,2020-06-08,93.2751492324387
ARE,United Arab Emirates,2020-06-09,93.2751492324387
ARE,United Arab Emirates,2020-06-10,93.2751492324387
ARE,United Arab Emirates,2020-06-11,93.2751492324387
ARE,United Arab Emirates,2020-06-12,93.2751492324387
ARE,United Arab Emirates,2020-06-13,93.2751492324387
ARE,United Arab Emirates,2020-06-14,93.2751492324387
ARE,United Arab Emirates,2020-06-22,94.2482904333582
ARE,United Arab Emirates,2020-06-23,94.2482904333582
ARE,United Arab Emirates,2020-06-24,94.2482904333582
ARE,United Arab Emirates,2020-06-25,94.2482904333582
ARE,United Arab Emirates,2020-06-26,94.2482904333582
ARE,United Arab Emirates,2020-06-27,94.2482904333582
ARE,United Arab Emirates,2020-06-28,94.2482904333582
ARE,United Arab Emirates,2020-07-06,94.2414913111841
ARE,United Arab Emirates,2020-07-07,94.2414913111841
ARE,United Arab Emirates,2020-07-08,94.2414913111841
ARE,United Arab Emirates,2020-07-09,94.2414913111841
ARE,United Arab Emirates,2020-07-10,94.2414913111841
ARE,United Arab Emirates,2020-07-11,94.2414913111841
ARE,United Arab Emirates,2020-07-12,94.2414913111841
ARE,United Arab Emirates,2020-07-20,92.48709566143391
ARE,United Arab Emirates,2020-07-21,92.48709566143391
ARE,United Arab Emirates,2020-07-22,92.48709566143391
ARE,United Arab Emirates,2020-07-23,92.48709566143391
ARE,United Arab Emirates,2020-07-24,92.48709566143391
ARE,United Arab Emirates,2020-07-25,92.48709566143391
ARE,United Arab Emirates,2020-07-26,92.48709566143391
ARE,United Arab Emirates,2020-08-03,94.2584956071828
ARE,United Arab Emirates,2020-08-04,94.2584956071828
ARE,United Arab Emirates,2020-08-05,94.2584956071828
ARE,United Arab Emirates,2020-08-06,94.2584956071828
ARE,United Arab Emirates,2020-08-07,94.2584956071828
ARE,United Arab Emirates,2020-08-08,94.2584956071828
ARE,United Arab Emirates,2020-08-09,94.2584956071828
ARE,United Arab Emirates,2020-08-17,92.8106362505529
ARE,United Arab Emirates,2020-08-18,92.8106362505529
ARE,United Arab Emirates,2020-08-19,92.8106362505529
ARE,United Arab Emirates,2020-08-20,92.8106362505529
ARE,United Arab Emirates,2020-08-21,92.8106362505529
ARE,United Arab Emirates,2020-08-22,92.8106362505529
ARE,United Arab Emirates,2020-08-23,92.8106362505529
ARE,United Arab Emirates,2020-08-31,91.5859717778871
ARE,United Arab Emirates,2020-09-01,91.5859717778871
ARE,United Arab Emirates,2020-09-02,91.5859717778871
ARE,United Arab Emirates,2020-09-03,91.5859717778871
ARE,United Arab Emirates,2020-09-04,91.5859717778871
ARE,United Arab Emirates,2020-09-05,91.5859717778871
ARE,United Arab Emirates,2020-09-06,91.5859717778871
ARE,United Arab Emirates,2020-09-14,93.675545301334
ARE,United Arab Emirates,2020-09-15,93.675545301334
ARE,United Arab Emirates,2020-09-16,93.675545301334
ARE,United Arab Emirates,2020-09-17,93.675545301334
ARE,United Arab Emirates,2020-09-18,93.675545301334
ARE,United Arab Emirates,2020-09-19,93.675545301334
ARE,United Arab Emirates,2020-09-20,93.675545301334
AUS,Australia,2020-03-30,91.6293278666462
AUS,Australia,2020-03-31,91.6293278666462
AUS,Australia,2020-04-01,91.6293278666462
AUS,Australia,2020-04-02,91.6293278666462
AUS,Australia,2020-04-03,91.6293278666462
AUS,Australia,2020-04-04,91.6293278666462
AUS,Australia,2020-04-05,91.6293278666462
AUS,Australia,2020-04-06,92.771928376644
AUS,Australia,2020-04-07,92.771928376644
AUS,Australia,2020-04-08,92.771928376644
AUS,Australia,2020-04-09,92.771928376644
AUS,Australia,2020-04-10,92.771928376644
AUS,Australia,2020-04-11,92.771928376644
AUS,Australia,2020-04-12,92.771928376644
AUS,Australia,2020-04-13,91.79513632107071
AUS,Australia,2020-04-14,91.79513632107071
AUS,Australia,2020-04-15,91.79513632107071
AUS,Australia,2020-04-16,91.79513632107071
